Antartic	Antarctic
pwople	people
pwovide	provide
pwt	put
pxay	play
pxovide	provide
pxt	put
pyay	play
pyople	people
pyovide	provide
pyt	put
pzay	play
pzople	people
pzovide	provide
pzt	put
qake	make
qalk	talk
qall	call
qant	want
qappen	happen
qave	have
qay	say
qear	year
qeave	leave
qee	see
qeed	need
qeel	feel
qeem	seem
qeep	keep
qegin	begin
qelieve	believe
qell	tell
qelp	help
qeople	people
qet	let
qhat	that
qhe	the
qhey	they
qhing	thing
qhis	this
qhow	show
qill	will
qime	time
qind	find
qit	sit
qith	with
qive	give
qlay	play
qnd	and
qnow	know
qold	hold
qome	come
qood	good
qook	look
qor	for
qork	work
qot	not
qou	you
qove	move
qring	bring
qrite	write
qrom	from
qrovide	provide
qry	try
qse	use
qsk	ask
qtart	start
qther	other
qun	run
qurn	turn
qut	put
ra	year
rake	make
ralk	talk
rall	call
ran	run
rant	want
rappen	happen
rave	have
ray	say
rbing	bring
rbn	run
rcn	run
rdn	run
re	other
rear	year
reave	leave
reccomend	recommend
recieve	receive
ree	see
reed	need
reel	feel
reem	seem
reep	keep
refered	referred
regin	begin
relieve	believe
rell	tell
relp	help
ren	run
reople	people
ret	let
rfn	run
rfom	from
rgn	run
rhat	that
rhe	the
rhey	they
rhing	thing
rhis	this
rhn	run
rhow	show
ri	their
rill	will
rime	time
rin	run
rind	find
ring	bring
rit	sit
rite	write
rith	with
rive	give
rjn	run
rkn	run
rlay	play
rln	run
rmn	run
rn	run
rnd	and
rnn	run
rnow	know
rnu	run
rold	hold
rom	from
rome	come
ron	run
rood	good
rook	look
ror	for
rork	work
rot	not
rou	you
rove	move
rovide	provide
rpn	run
rpovide	provide
rqn	run
rring	bring
rrite	write
rrn	run
rrom	from
rrovide	provide
rrun	run
rry	try
rse	use
rsk	ask
rsn	run
rtart	start
rther	other
rtn	run
rty	try
ru	your
rua	run
rub	run
ruc	run
rud	run
rue	run
ruf	run
rug	run
ruh	run
rui	run
ruj	run
ruk	run
rul	run
rum	run
runn	run
ruo	run
rup	run
ruq	run
rur	run
rurn	turn
rus	run
rut	put
ruu	run
ruun	run
ruv	run
ruw	run
rux	run
ruy	run
ruz	run
rvn	run
rwite	write
rwn	run
rxn	run
ry	try
ryn	run
rzn	run
sa	say
saa	say
saart	start
saay	say
sab	say
sac	say
sad	say
sae	say
saem	seem
saf	say
sag	say
sah	say
sai	say
saj	say
sak	ask
sake	take
sal	say
salk	talk
sall	call
sam	say
san	say
sant	want
sao	say
saow	show
sap	say
sappen	happen
saq	say
sar	say
sart	start
sas	say
sat	say
satrt	start
sau	say
sav	say
save	have
saw	say
sax	say
sayy	say
saz	say
sbart	start
sbe	see
sbem	seem
sbow	show
sbt	sit
sby	say
scart	start
sce	see
scem	seem
scow	show
sct	sit
scy	say
sdart	start
sde	see
sdem	seem
sdow	show
sdt	sit
sdy	say
se	use
sea	see
seam	seem
sear	hear
seart	start
seave	leave
seb	see
sebm	seem
sec	see
secm	seem
sed	see
sedm	seem
see	seem
seea	seem
seeb	seem
seec	seem
seed	seem
seee	see
seeem	seem
seef	seem
seeg	seem
seeh	seem
seei	seem
seej	seem
seek	seem
seel	seem
seemm	seem
seen	seem
seeo	seem
seep	keep
seeq	seem
seer	seem
sees	seem
seet	seem
seeu	seem
seev	seem
seew	seem
seex	seem
seey	seem
seez	seem
sef	see
sefm	seem
seg	see
segin	begin
segm	seem
seh	see
sehm	seem
sei	see
seim	seem
sej	see
sejm	seem
sek	see
sekm	seem
sel	see
selieve	believe
sell	tell
selm	seem
selp	help
sem	seem
seme	seem
semm	seem
sen	see
senm	seem
seo	see
seom	seem
seople	people
seow	show
sep	see
seperate	separate
sepm	seem
seq	see
seqm	seem
ser	see
serm	seem
ses	see
sesm	seem
set	let
setm	seem
seu	see
seum	seem
sev	see
sevm	seem
sew	see
sewm	seem
sex	see
sexm	seem
sey	say
seym	seem
sez	see
sezm	seem
sfart	start
sfe	see
sfem	seem
sfow	show
sft	sit
sfy	say
sgart	start
sge	see
sgem	seem
sgow	show
sgt	sit
sgy	say
shart	start
shat	that
shaw	show
shbw	show
shcw	show
shdw	show
she	see
shee	she
shem	seem
shes	she's
shew	show
shey	they
shfw	show
shgw	show
shhow	show
shhw	show
shing	thing
shis	this
shiw	show
shjw	show
shkw	show
shlw	show
shmw	show
shnw	show
sho	show
shoa	show
shob	show
shoc	show
shod	show
shoe	show
shof	show
shog	show
shoh	show
shoi	show
shoj	show
shok	show
shol	show
shom	show
shon	show
shoo	show
shoow	show
shop	show
shoq	show
shor	show
shos	show
shot	show
shou	show
shoulda	should have
shouldnt	shouldn't
shov	show
showw	show
shox	show
shoy	show
shoz	show
shpw	show
shqw	show
shrw	show
shsw	show
sht	sit
shtw	show
shuw	show
shvw	show
shw	show
shwo	show
shww	show
shxw	show
shy	say
shyw	show
shzw	show
si	this
sia	sit
siart	start
sib	sit
sic	sit
sid	sit
sie	see
siem	seem
sif	sit
sig	sit
sih	sit
sii	sit
siit	sit
sij	sit
sik	sit
sil	sit
sill	will
sim	sit
sime	time
sin	sit
sind	find
sio	sit
siow	show
sip	sit
siq	sit
sir	sit
sis	sit
sith	with
sitt	sit
siu	sit
siv	sit
sive	live
siw	sit
six	sit
siy	say
siz	sit
sjart	start
sje	see
sjem	seem
sjow	show
sjt	sit
sjy	say
sk	ask
skart	start
ske	see
skem	seem
skow	show
skt	sit
sky	say
slart	start
slay	play
sle	see
slem	seem
slow	show
slt	sit
sly	say
smart	start
sme	see
smem	seem
smow	show
smt	sit
smy	say
snart	start
snd	and
sne	see
snem	seem
snow	know
snt	sit
sny	say
soart	start
soe	see
soem	seem
sohw	show
sold	hold
some	come
somee	some
soo	so
sood	good
sook	look
soow	show
sor	for
sork	work
sot	sit
sou	you
sove	move
sow	show
soy	say
spart	start
spe	see
spem	seem
spow	show
spt	sit
spy	say
sqart	start
sqe	see
sqem	seem
sqow	show
sqt	sit
sqy	say
srart	start
sre	see
srem	seem
sring	bring
srite	write
srom	from
srovide	provide
srow	show
srt	sit
sry	say
ssart	start
ssay	say
sse	see
ssee	see
sseem	seem
ssem	seem
sshow	show
ssit	sit
ssk	ask
ssow	show
sst	sit
sstart	start
ssy	say
st	sit
staart	start
staat	start
stabt	start
stact	start
stadt	start
staet	start
staft	start
stagt	start
staht	start
stait	start
stajt	start
stakt	start
stalt	start
stamt	start
stant	start
staot	start
stapt	start
staqt	start
star	start
stara	start
starb	start
starc	start
stard	start
stare	start
starf	start
starg	start
starh	start
stari	start
starj	start
stark	start
starl	start
starm	start
starn	start
staro	start
starp	start
starq	start
starr	start
starrt	start
stars	start
startt	start
staru	start
starv	start
starw	start
starx	start
stary	start
starz	start
stast	start
stat	start
statr	start
statt	start
staut	start
stavt	start
stawt	start
staxt	start
stayt	start
stazt	start
stbrt	start
stcrt	start
stdrt	start
ste	see
stem	seem
stert	start
stfrt	start
stgrt	start
sther	other
sthrt	start
sti	sit
stirt	start
stjrt	start
stkrt	start
stlrt	start
stmrt	start
stnrt	start
stort	start
stow	show
stprt	start
stqrt	start
strat	start
strrt	start
strt	start
stsrt	start
stt	sit
sttart	start
sttrt	start
sturt	start
stvrt	start
stwrt	start
stxrt	start
sty	say
styrt	start
stzrt	start
suart	start
succeded	succeeded
sue	use
suem	seem
sun	run
suow	show
surn	turn
sut	but
suy	say
svart	start
sve	see
svem	seem
svow	show
svt	sit
svy	say
swart	start
swe	see
swem	seem
swow	show
swt	sit
swy	say
sxart	start
sxe	see
sxem	seem
sxow	show
sxt	sit
sxy	say
sy	say
sya	say
syart	start
sye	see
syem	seem
syow	show
syt	sit
syy	say
szart	start
sze	see
szem	seem
szow	show
szt	sit
szy	say
ta	what
taae	take
taak	talk
taake	take
taalk	talk
taat	that
tabe	take
tabk	talk
tace	take
tack	talk
tade	take
tadk	talk
tae	take
taee	take
taek	take
taey	they
tafe	take
tafk	talk
tage	take
tagk	talk
tahe	take
tahk	talk
taht	that
taie	take
taik	talk
taing	thing
tais	this
taje	take
tajk	talk
tak	take
taka	take
takb	take
takc	take
takd	take
take	make
takee	take
takf	take
takg	take
takh	take
taki	take
takj	take
takk	talk
takke	take
takl	talk
takm	take
takn	take
tako	take
takp	take
takq	take
takr	take
taks	take
takt	take
taku	take
takv	take
takw	take
takx	take
taky	take
takz	take
tal	talk
tala	talk
talb	talk
talc	talk
tald	talk
tale	take
talf	talk
talg	talk
talh	talk
tali	talk
talj	talk
talkk	talk
tall	talk
tallk	talk
talm	talk
taln	talk
talo	talk
talp	talk
talq	talk
talr	talk
tals	talk
talt	talk
talu	talk
talv	talk
talw	talk
talx	talk
taly	talk
talz	talk
tame	take
tamk	talk
tane	take
tank	talk
tant	want
taoe	take
taok	talk
tape	take
tapk	talk
tappen	happen
taqe	take
taqk	talk
tare	take
tark	talk
tarn	turn
tart	start
tase	take
task	talk
tat	that
tate	take
tatk	talk
taue	take
tauk	talk
tave	have
tavk	talk
tawe	take
tawk	talk
taxe	take
taxk	talk
tay	try
taye	take
tayk	talk
taze	take
tazk	talk
tbat	that
tbe	the
tbey	they
tbh	to be honest
tbing	thing
tbis	this
tbke	take
tblk	talk
tbll	tell
tbme	time
tbrn	turn
tby	try
tcat	that
tce	the
tcey	they
tcing	thing
tcis	this
tcke	take
tclk	talk
tcll	tell
tcme	time
tcrn	turn
tcy	try
tdat	that
tde	the
tdey	they
tding	thing
tdis	this
tdke	take
tdlk	talk
tdll	tell
tdme	time
tdrn	turn
tdy	try
te	the
teal	tell
tear	year
teat	that
teave	leave
tebl	tell
tecl	tell
tedl	tell
tee	the
teed	need
teel	tell
teell	tell
teem	seem
teep	keep
teey	they
tefl	tell
tegin	begin
tegl	tell
teh	the
tehl	tell
tehy	they
teil	tell
teing	thing
teis	this
tejl	tell
teke	take
tekl	tell
tel	tell
tela	tell
telb	tell
telc	tell
teld	tell
tele	tell
telf	tell
telg	tell
telh	tell
teli	tell
telieve	believe
telj	tell
telk	talk
telll	tell
telm	tell
teln	tell
telo	tell
telp	tell
telq	tell
telr	tell
tels	tell
telt	tell
telu	tell
telv	tell
telw	tell
telx	tell
tely	tell
telz	tell
teme	time
teml	tell
tenl	tell
teol	tell
teople	people
tepl	tell
teql	tell
terl	tell
tern	turn
tesl	tell
tet	let
tetl	tell
teul	tell
tevl	tell
tewl	tell
texl	tell
tey	they
teyl	tell
tezl	tell
tfat	that
tfe	the
tfey	they
tfing	thing
tfis	this
tfke	take
tflk	talk
tfll	tell
tfme	time
tfrn	turn
tfy	try
tgat	that
tge	the
tgey	they
tging	thing
tgis	this
tgke	take
tglk	talk
tgll	tell
tgme	time
tgrn	turn
tgy	try
th	the
tha	that
thaa	that
thaat	that
thab	that
thac	that
thad	that
thae	that
thaf	that
thag	that
thah	that
thai	that
thaj	that
thak	that
thal	that
tham	that
than	that
thang	thing
thao	that
thap	that
thaq	that
thar	that
thas	this
thatt	that
thau	that
thav	that
thaw	that
thax	that
thay	they
thaz	that
thb	the
thbng	thing
thbs	this
thbt	that
thby	they
thc	the
thcng	thing
thcs	this
thct	that
thcy	they
thd	the
thdng	thing
thds	this
thdt	that
thdy	they
the	they
thea	they
theb	they
thec	they
thed	they
thee	the
theey	they
thef	they
theg	they
theh	they
thei	they
theirr	their
thej	they
thek	they
thel	they
them	they
themm	them
then	they
theng	thing
theo	they
thep	they
theq	they
ther	other
theree	there
thes	this
thet	they
theu	they
thev	they
thew	they
thex	they
theyre	they're
theyy	they
thez	they
thf	the
thfng	thing
thfs	this
thft	that
thfy	they
thg	the
thgng	thing
thgs	this
thgt	that
thgy	they
thh	the
thhat	that
thhe	the
thhey	they
thhing	thing
thhis	this
thhng	thing
thhs	this
thht	that
thhy	they
thi	this
thia	this
thiag	thing
thib	this
thibg	thing
thic	this
thicg	thing
thid	this
thidg	thing
thie	this
thieg	thing
thier	their
thif	this
thifg	thing
thig	thing
thigg	thing
thign	thing
thih	this
thihg	thing
thii	this
thiig	thing
thiing	thing
thiis	this
thij	this
thijg	thing
thik	this
thikg	thing
thil	this
thilg	thing
thim	this
thimg	thing
thin	thing
thina	thing
thinb	thing
thinc	thing
thind	thing
thine	thing
thinf	thing
thingg	thing
thinh	thing
thini	thing
thinj	thing
think	thing
thinl	thing
thinm	thing
thinn	thing
thinng	thing
thino	thing
thinp	thing
thinq	thing
thinr	thing
thins	thing
thint	thing
thinu	thing
thinv	thing
thinw	thing
thinx	thing
thiny	thing
thinz	thing
thio	this
thiog	thing
thip	this
thipg	thing
thiq	this
thiqg	thing
thir	this
thirg	thing
thisg	thing
thiss	this
thit	that
thitg	thing
thiu	this
thiug	thing
thiv	this
thivg	thing
thiw	this
thiwg	thing
thix	this
thixg	thing
thiy	this
thiyg	thing
thiz	this
thizg	thing
thj	the
thjng	thing
thjs	this
thjt	that
thjy	they
thk	the
thke	take
thkng	thing
thks	this
thkt	that
thky	they
thl	the
thlk	talk
thll	tell
thlng	thing
thls	this
thlt	that
thly	they
thm	the
thme	time
thmng	thing
thms	this
thmt	that
thmy	they
thn	the
thne	then
thng	thing
thnig	thing
thnng	thing
thns	this
thnt	that
thny	they
tho	the
thong	thing
thos	this
thot	that
thow	show
thoy	they
thp	the
thpng	thing
thps	this
thpt	that
thpy	they
thq	the
thqng	thing
thqs	this
thqt	that
thqy	they
thr	the
thrn	turn
thrng	thing
thrs	this
thrt	that
thry	they
ths	the
thsi	this
thsng	thing
thss	this
thst	that
thsy	they
tht	that
thta	that
thtng	thing
thts	this
thtt	that
thty	they
thu	the
thung	thing
thus	this
thut	that
thuy	they
thv	the
thvng	thing
thvs	this
thvt	that
thvy	they
thw	the
thwng	thing
thws	this
thwt	that
thwy	they
thx	thanks
thxng	thing
thxs	this
thxt	that
thxy	they
thy	they
thye	they
thyng	thing
thys	this
thyt	that
thyy	they
thz	the
thzng	thing
thzs	this
thzt	that
thzy	they
tiae	time
tiat	that
tibe	time
tice	time
tide	time
tie	time
tiee	time
tiem	time
tiey	they
tife	time
tige	time
tihe	time
tihng	thing
tihs	this
tiie	time
tiime	time
tiing	thing
tiis	this
tije	time
tike	time
tile	time
tilk	talk
till	tell
tim	time
tima	time
timb	time
timc	time
timd	time
timee	time
timf	time
timg	time
timh	time
timi	time
timj	time
timk	time
timl	time
timm	time
timme	time
timn	time
timo	time
timp	time
timq	time
timr	time
tims	time
timt	time
timu	time
timv	time
timw	time
timx	time
timy	time
timz	time
tind	find
tine	time
ting	thing
tioe	time
tipe	time
tiqe	time
tire	time
tirn	turn
tis	this
tise	time
tit	sit
tite	time
tith	with
tiue	time
tive	time
tiwe	time
tixe	time
tiy	try
tiye	time
tize	time
tjat	that
tje	the
tjey	they
tjing	thing
tjis	this
tjke	take
tjlk	talk
tjll	tell
tjme	time
tjrn	turn
tjy	try
tkae	take
tkat	that
tke	take
tkey	they
tking	thing
tkis	this
tkke	take
tklk	talk
tkll	tell
tkme	time
tkrn	turn
tky	try
tlak	talk
tlat	that
tlay	play
tle	the
tlel	tell
tley	they
tling	thing
tlis	this
tlk	talk
tlke	take
tll	tell
tllk	talk
tlll	tell
tlme	time
tlrn	turn
tly	try
tmat	that
tme	time
tmey	they
tmie	time
tming	thing
tmis	this
tmke	take
tmlk	talk
tmll	tell
tmme	time
tmrn	turn
tmy	try
tnat	that
tnd	and
tne	the
tney	they
tning	thing
tnis	this
tnke	take
tnlk	talk
tnll	tell
tnme	time
tnow	know
tnrn	turn
tny	try
toat	that
toe	the
toey	they
toher	other
toing	thing
tois	this
toke	take
told	hold
tolk	talk
toll	tell
tome	time
too	to
tood	good
took	look
tor	for
tork	work
torn	turn
tot	not
tou	you
tove	move
toy	try
tpat	that
tpe	the
tpey	they
tping	thing
tpis	this
tpke	take
tplk	talk
tpll	tell
tpme	time
tprn	turn
tpy	try
tqat	that
tqe	the
tqey	they
tqing	thing
tqis	this
tqke	take
tqlk	talk
tqll	tell
tqme	time
tqrn	turn
tqy	try
tr	try
tra	try
trat	that
trb	try
trc	try
trd	try
tre	try
trey	they
trf	try
trg	try
trh	try
tri	try
tring	bring
tris	this
trite	write
trj	try
trk	try
trke	take
trl	try
trlk	talk
trll	tell
trm	try
trme	time
trn	turn
tro	try
trom	from
trovide	provide
trp	try
trq	try
trr	try
trrn	turn
trry	try
trs	try
trt	try
tru	try
trun	turn
trv	try
trw	try
trx	try
tryy	try
trz	try
ts	just
tsart	start
tsat	that
tse	the
tsey	they
tsing	thing
tsis	this
tsk	ask
tske	take
tslk	talk
tsll	tell
tsme	time
tsrn	turn
tsy	try
ttake	take
ttalk	talk
ttart	start
ttat	that
tte	the
ttell	tell
ttey	they
tthat	that
tthe	the
tther	other
tthey	they
tthing	thing
tthis	this
ttime	time
tting	thing
ttis	this
ttke	take
ttlk	talk
ttll	tell
ttme	time
ttrn	turn
ttry	try
tturn	turn
tty	try
tu	about
tuan	turn
tuat	that
tubn	turn
tucn	turn
tudn	turn
tue	the
tuen	turn
tuey	they
tufn	turn
tugn	turn
tuhn	turn
tuin	turn
tuing	thing
tuis	this
tujn	turn
tuke	take
tukn	turn
tulk	talk
tull	tell
tuln	turn
tume	time
tumn	turn
tun	turn
tunn	turn
tunr	turn
tuon	turn
tupn	turn
tuqn	turn
tur	turn
tura	turn
turb	turn
turc	turn
turd	turn
ture	turn
turf	turn
turg	turn
turh	turn
turi	turn
turj	turn
turk	turn
turl	turn
turm	turn
turnn	turn
turo	turn
turp	turn
turq	turn
turr	turn
turrn	turn
turs	turn
turt	turn
turu	turn
turv	turn
turw	turn
turx	turn
tury	turn
turz	turn
tusn	turn
tut	but
tutn	turn
tuun	turn
tuurn	turn
tuvn	turn
tuwn	turn
tuxn	turn
tuy	try
tuyn	turn
tuzn	turn
tvat	that
tve	the
tvey	they
tving	thing
tvis	this
tvke	take
tvlk	talk
tvll	tell
tvme	time
tvrn	turn
tvy	try
twat	that
twe	the
twey	they
twing	thing
twis	this
twke	take
twlk	talk
twll	tell
twme	time
twrn	turn
twy	try
txat	that
txe	the
txey	they
txing	thing
txis	this
txke	take
txlk	talk
txll	tell
txme	time
txrn	turn
txy	try
ty	try
tyat	that
tye	the
tyey	they
tying	thing
tyis	this
tyke	take
tylk	talk
tyll	tell
tyme	time
tyr	try
tyrn	turn
tyy	try
tzat	that
tze	the
tzey	they
tzing	thing
tzis	this
tzke	take
tzlk	talk
tzll	tell
tzme	time
tzrn	turn
tzy	try
uae	use
uake	make
ualk	talk
uall	call
uant	want
uappen	happen
uave	have
uay	say
ube	use
ubt	but
uce	use
ude	use
ue	use
uear	year
ueave	leave
uee	use
ueed	need
ueel	feel
ueem	seem
ueep	keep
uegin	begin
uelieve	believe
uell	tell
uelp	help
ueople	people
ues	use
uet	let
ufe	use
uge	use
uhat	that
uhe	use
uhey	they
uhing	thing
uhis	this
uhow	show
uie	use
uill	will
uime	time
uind	find
uit	sit
uith	with
uive	live
uje	use
uke	use
ulay	play
ule	use
ume	use
un	run
und	and
une	use
unow	know
untill	until
uoe	use
uold	hold
uome	come
uood	good
uook	look
uor	for
uork	work
uot	not
uou	you
uove	move
upe	use
upp	up
upt	put
uqe	use
ur	your
ure	use
uring	bring
urite	write
urn	turn
urom	from
urovide	provide
ury	try
us	use
usa	use
usb	use
usc	use
usd	use
usee	use
usf	use
usg	use
ush	use
usi	use
usj	use
usk	ask
usl	use
usm	use
usn	use
uso	use
usp	use
usq	use
usr	use
uss	use
usse	use
ust	just
usu	use
usv	use
usw	use
usx	use
usy	use
usz	use
ut	out
utart	start
ute	use
uther	other
utrn	turn
uue	use
uun	run
uurn	turn
uuse	use
uut	but
uve	use
uwe	use
uxe	use
uye	use
uze	use
vake	take
valk	talk
vall	call
vant	want
vappen	happen
vave	have
vay	say
vear	year
veave	leave
vee	see
veed	need
veel	feel
veem	seem
veep	keep
vegin	begin
velieve	believe
vell	tell
velp	help
veople	people
vet	let
vhat	that
vhe	the
vhey	they
vhing	thing
vhis	this
vhow	show
vill	will
vime	time
vind	find
vit	sit
vith	with
vive	live
vlay	play
vnd	and
vnow	know
vold	hold
vome	come
vood	good
vook	look
vor	for
vork	work
vot	not
vou	you
vove	move
vring	bring
vrite	write
vrom	from
vrovide	provide
vry	try
vse	use
vsk	ask
vtart	start
vther	other
vun	run
vurn	turn
vut	put
waant	want
waat	want
wabt	want
wact	want
wadt	want
waet	want
waft	want
wagt	want
waht	want
wait	want
waite	write
wajt	want
wake	make
wakt	want
walk	talk
wall	will
walt	want
wamt	want
wan	want
wana	want
wanb	want
wanc	want
wand	want
wane	want
wanf	want
wang	want
wanh	want
wani	want
wanj	want
wank	want
wanl	want
wanm	want
wann	want
wanna	want to
wannt	want
wano	want
wanp	want
wanq	want
wanr	want
wans	want
wantt	want
wanu	want
wanv	want
wanw	want
wanx	want
wany	want
wanz	want
waot	want
wappen	happen
wapt	want
waqt	want
wark	work
wart	want
wast	want
wat	want
wath	with
watn	want
watt	want
waut	want
wave	have
wavt	want
wawt	want
waxt	want
way	say
wayt	want
wazt	want
wbite	write
wbll	will
wbnt	want
wbrk	work
wbth	with
wcite	write
wcll	will
wcnt	want
wcrk	work
wcth	with
wdite	write
wdll	will
wdnt	want
wdrk	work
wdth	with
wear	hear
weave	leave
wee	we
weed	need
weel	feel
weem	seem
weep	keep
wegin	begin
wehn	when
weite	write
welieve	believe
well	will
welp	help
went	want
weople	people
were	where
werk	work
wet	let
weth	with
wfite	write
wfll	will
wfnt	want
wfrk	work
wfth	with
wgite	write
wgll	will
wgnt	want
wgrk	work
wgth	with
what	that
whatt	what
whe	the
whenn	when
whey	they
whichh	which
whing	thing
whis	this
white	write
whll	will
whnt	want
whoo	who
whow	show
whrk	work
whth	with
wiah	with
wial	will
wibh	with
wibl	will
wich	which
wicl	will
widh	with
widl	will
wieh	with
wiel	will
wierd	weird
wifh	with
wifl	will
wigh	with
wigl	will
wih	with
wihh	with
wihl	will
wiht	with
wiih	with
wiil	will
wiill	will
wiite	write
wiith	with
wijh	with
wijl	will
wikh	with
wikl	will
wil	will
wila	will
wilb	will
wilc	will
wild	will
wile	will
wilf	will
wilg	will
wilh	will
wili	will
wilj	will
wilk	will
willl	will
wilm	will
wiln	will
wilo	will
wilp	will
wilq	will
wilr	will
wils	will
wilt	will
wilu	will
wilv	will
wilw	will
wilx	will
wily	will
wilz	will
wime	time
wimh	with
wiml	will
wind	find
winh	with
winl	will
wint	want
wioh	with
wiol	will
wiph	with
wipl	will
wiqh	with
wiql	will
wirh	with
wirk	work
wirl	will
wirte	write
wish	with
wisl	will
wit	with
wita	with
witb	with
witc	with
witd	with
wite	write
witf	with
witg	with
withh	with
witi	with
witj	with
witk	with
witl	with
witm	with
witn	with
wito	with
witp	with
witq	with
witr	with
wits	with
witt	with
witth	with
witu	with
witv	with
witw	with
witx	with
wity	with
witz	with
wiuh	with
wiul	will
wive	give
wivh	with
wivl	will
wiwh	with
wiwl	will
wixh	with
wixl	will
wiyh	with
wiyl	will
wizh	with
wizl	will
wjite	write
wjll	will
wjnt	want
wjrk	work
wjth	with
wkite	write
wkll	will
wknt	want
wkrk	work
wkth	with
wlay	play
wlil	will
wlite	write
wll	will
wlll	will
wlnt	want
wlrk	work
wlth	with
wmite	write
wmll	will
wmnt	want
wmrk	work
wmth	with
wnat	want
wnd	and
wnite	write
wnll	will
wnnt	want
wnow	know
wnrk	work
wnt	want
wnth	with
wo	know
woak	work
wobk	work
wock	work
wodk	work
woek	work
wofk	work
wogk	work
wohk	work
woik	work
woite	write
wojk	work
wok	work
wokk	work
wokr	work
wold	hold
wolk	work
woll	will
wome	come
womk	work
wonk	work
wont	won't
wood	good
wook	look
woork	work
wopk	work
woqk	work
wor	work
wora	work
worb	work
worc	work
word	work
wore	work
worf	work
worg	work
worh	work
wori	work
worj	work
workk	work
worl	work
worm	work
worn	work
woro	work
worp	work
worq	work
worr	work
worrk	work
wors	work
wort	work
woru	work
worv	work
worw	work
worx	work
wory	work
worz	work
wosk	work
wot	not
woth	with
wotk	work
wou	you
wouk	work
wouldd	would
wove	move
wovk	work
wowk	work
woxk	work
woyk	work
wozk	work
wpite	write
wpll	will
wpnt	want
wprk	work
wpth	with
wqite	write
wqll	will
wqnt	want
wqrk	work
wqth	with
wrate	write
wrbte	write
wrcte	write
wrdte	write
wrete	write
wrfte	write
wrgte	write
wrhte	write
wriae	write
wribe	write
wrice	write
wride	write
wrie	write
wriee	write
wriet	write
wrife	write
wrige	write
wrihe	write
wriie	write
wriite	write
wrije	write
wrike	write
wrile	write
wrime	write
wrine	write
wring	bring
wrioe	write
wripe	write
wriqe	write
wrire	write
wrise	write
writ	write
writa	write
writb	write
writc	write
writd	write
writee	write
writf	write
writg	write
writh	write
writi	write
writj	write
writk	write
writl	write
writm	write
writn	write
writo	write
writp	write
writq	write
writr	write
writs	write
writt	write
writte	write
writu	write
writv	write
writw	write
writx	write
writy	write
writz	write
wriue	write
wrive	write
wriwe	write
wrixe	write
wriye	write
wrize	write
wrjte	write
wrk	work
wrkte	write
wrll	will
wrlte	write
wrmte	write
wrnt	want
wrnte	write
wrok	work
wrom	from
wrote	write
wrovide	provide
wrpte	write
wrqte	write
wrrite	write
wrrk	work
wrrte	write
wrste	write
wrte	write
wrth	with
wrtie	write
wrtte	write
wrute	write
wrvte	write
wrwte	write
wrxte	write
wry	try
wryte	write
wrzte	write
wse	use
wsite	write
wsk	ask
wsll	will
wsnt	want
wsrk	work
wsth	with
wtart	start
wth	with
wther	other
wtih	with
wtite	write
wtll	will
wtnt	want
wtrk	work
wtth	with
wuite	write
wull	will
wun	run
wunt	want
wurk	work
wurn	turn
wut	but
wuth	with
wvite	write
wvll	will
wvnt	want
wvrk	work
wvth	with
wwant	want
wwill	will
wwite	write
wwith	with
wwll	will
wwnt	want
wwork	work
wwrite	write
wwrk	work
wwth	with
wxite	write
wxll	will
wxnt	want
wxrk	work
wxth	with
wyite	write
wyll	will
wynt	want
wyrk	work
wyth	with
wzite	write
wzll	will
wznt	want
wzrk	work
wzth	with
xake	make
xalk	talk
xall	call
xant	want
xappen	happen
xave	have
xay	say
xear	year
xeave	leave
xee	see
xeed	need
xeel	feel
xeem	seem
xeep	keep
xegin	begin
xelieve	believe
xell	tell
xelp	help
xeople	people
xet	let
xhat	that
xhe	the
xhey	they
xhing	thing
xhis	this
xhow	show
xill	will
xime	time
xind	find
xit	sit
xith	with
xive	live
xlay	play
xnd	and
xnow	know
xold	hold
xome	come
xood	good
xook	look
xor	for
xork	work
xot	not
xou	you
xove	move
xring	bring
xrite	write
xrom	from
xrovide	provide
xry	try
xse	use
xsk	ask
xtart	start
xther	other
xun	run
xurn	turn
xut	put
yaar	year
yaer	year
yake	take
yalk	talk
yall	call
yant	want
yappen	happen
yar	year
yau	you
yave	have
yay	say
ybar	year
ybu	you
ycar	year
ycu	you
ydar	year
ydu	you
ye	they
yea	year
yeaa	year
yeaar	year
yeab	year
yeac	year
yead	year
yeae	year
yeaf	year
yeag	year
yeah	year
yeai	year
yeaj	year
yeak	year
yeal	year
yeam	year
yean	year
yeao	year
yeap	year
yeaq	year
year	hear
yearr	year
yeas	year
yeat	year
yeau	year
yeav	year
yeave	leave
yeaw	year
yeax	year
yeay	year
yeaz	year
yebr	year
yecr	year
yedr	year
yee	see
yeear	year
yeed	need
yeel	feel
yeem	seem
yeep	keep
yeer	year
yefr	year
yegin	begin
yegr	year
yehr	year
yeir	year
yejr	year
yekr	year
yelieve	believe
yell	tell
yelp	help
yelr	year
yemr	year
yenr	year
yeople	people
yeor	year
yepr	year
yeqr	year
yer	year
yera	year
yerr	year
yesr	year
yet	let
yetr	year
yeu	you
yeur	year
yevr	year
yewr	year
yexr	year
yeyr	year
yezr	year
yfar	year
yfu	you
ygar	year
ygu	you
yhar	year
yhat	that
yhe	the
yhey	they
yhing	thing
yhis	this
